24
output
1.8707
2.5382
1.3984
8.9885
2.4455
1.6001
2.5072
1.7345
5.0939
8.7368
2.1471
1.6316
5.4933
2.6189
8.9857
2.7164
4.0899
7.1094
2.2023
8.4612
5.9508
2.4411
1.2389
1.95
